"id","REF MLH","REF. HESPERIA","YACIMIENTO","MUNICIPIO","MATERIAL","OBJETO","TIPO SOPORTE","signario paleohispánico?","TEXTO","APARATO CRÍTICO","LENGUA"
"1432","B.01.023","HER.02.023","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","sano"," ","IBERICO"
"1433","B.01.024","HER.02.024","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","selkiteŕar"," ","IBERICO"
"1434","B.01.025","HER.02.025","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","ibeśoren"," ","IBERICO"
"1435","B.01.026","HER.02.026","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$tátáa̱la̱& $atetúa̱ṟḿi&","   $tátáala&, $boboala& MLH;
\
$atetua̲r̲ḿi&, $atetua̲k̲e̲ḿi& G-M, Maluquer","IBERICO"
"1436","B.01.027","HER.02.027","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","un̲isanḿi","  ","IBERICO"
"1437","B.01.028","HER.02.028","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# kaŕtíŕ$i&ś̲+
\
\
%b)# ḵí̲r̲","   a) ŕ$i&ś, ŕ$o&ś Maluquer","IBERICO"
"1438","B.01.029","HER.02.029","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","talskúbilos","  ","IBERICO"
"1439","B.01.030","HER.02.030","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","aŕki"," ","IBERICO"
"1440","B.01.031","HER.02.031","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# aŕskeŕe
\
\
%b)# $t̲o̲l̲&","   b) $tol&, $til& MLH variante","IBERICO"
"1441","B.01.032","HER.02.032","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$l̲ká&","    $lka&, $baka& MLH variante","IBERICO"
"1442","B.01.033","HER.02.033","Ensérune","Hérault","CERAMICA","RECIPIENTE","COMERCIAL","LEVANTINO","belan
\
káŕaté
\
%3# kásiké
\
betule:e III","    ","IBERICO"
"1443","B.01.034","HER.02.034","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","alati"," ","IBERICO"
"1444","B.01.035","HER.02.035","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]alostíbaś","  ","IBERICO"
"1445","B.01.036","HER.02.036","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a):# $anaioś&arenḿi
\
%b):# ΔΔΔ Π"," $anaioś&, $ananoś& Jannoray 433","IBERICO"
"1446","B.01.037","HER.02.037","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$anaiośaren& ḿi","$anaiośaren&, $ananośaren& Jannoray 433","IBERICO"
"1447","B.01.038","HER.02.038","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# ane
\
\
%b)# -]n[---]tia[-","  ","IBERICO"
"1448","B.01.039","HER.02.039","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","anetilike"," ","IBERICO"
"1449","B.01.040","HER.02.040","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","anḅels","  ","IBERICO"
"1450","B.01.041","HER.02.041","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# aŕ̲beitia
\
\
%b)# atibe","   ","IBERICO"
"1451","B.01.042","HER.02.042","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# asetíl
\
\
%b)# asetile[","   ","IBERICO"
"1452","B.01.043","HER.02.043","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]+skeŕb̲i̲nḿ[","   ","IBERICO"
"1453","B.01.044","HER.02.044","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]+sk̲e̲ŕbina̲ŕḿi[","   ","IBERICO"
"1454","B.01.045","HER.02.045","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","aśuneḿie"," ","IBERICO"
"1455","B.01.046","HER.02.046","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$i̱aténa&","    $i̱atena&, $ṉatena& MLH variante","IBERICO"
"1456","B.01.047","HER.02.047","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]$a&uḿ$ba&","]$a&u, ]$r&u MLH variante;
\
ḿ$ba&, ḿ$i& MLH variante","IBERICO"
"1457","B.01.048","HER.02.048","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$lakinḿi&"," $lakinḿi&, $keakinḿi& MLH variante","IBERICO"
"1458","B.01.049","HER.02.049","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]erbe"," ","IBERICO"
"1459","B.01.050","HER.02.050","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","k̲a̲ŕoka","   ","IBERICO"
"1460","B.01.051","HER.02.051","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","kátúŕe / $tá&ṣ[","      l.2  $tá&s,  $bo&s MLH","IBERICO"
"1461","B.01.052","HER.02.052","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$ki&śa","  $ki&ś, $o&ś Jannoray 432, n. 13","IBERICO"
"1462","B.01.053","HER.02.053","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","kobakie:nḿi","  ","IBERICO"
"1463","B.01.054","HER.02.054","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","kúleś$ba&","   $ba&, $ I& Íberos nº 91","IBERICO"
"1464","B.01.055","HER.02.055","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","oití","  ","IBERICO"
"1465","B.01.056","HER.02.056","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","okáin","  ","IBERICO"
"1466","B.01.057","HER.02.057","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# ośain
\
\
%b)# $nn&","   $nn&, $νν& Dubosse","IBERICO"
"1467","B.01.058","HER.02.058","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","o$śai&n"," o$śai&n, o$sao&n Jannoray","IBERICO"
"1468","B.01.059","HER.02.059","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$ọṣ́ịobaŕenḿi&"," $ọṣ́ịobaŕenḿi&, $ọṣ́abaobaŕeḿi& Jannoray 433, Gómez-Moreno, Maluquer","IBERICO"
"1469","B.01.060","HER.02.060","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","balkés$ka&ṛ[","    s$ka&r, s$u&r MLH variante","IBERICO"
"1470","B.01.061","HER.02.061","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","ḅaṛ́ḿ̲ị","  ","IBERICO"
"1471","B.01.062","HER.02.062","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$bil̲o&","  $bil̲o&, $bit̲̲uo& MLH variante, $kalo& Maluquer","IBERICO"
"1472","B.01.063","HER.02.063","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","bitúk̲i̲baś̲[","    ","IBERICO"
"1473","B.01.064","HER.02.064","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$táśkúbilos&","   $táśkúbilos&, $bilosboste& MLH $boskubilos& Jannoray 433","IBERICO"
"1474","B.01.065","HER.02.065","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","ŕuta"," ","IBERICO"
"1475","B.01.066","HER.02.066","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","ṣụạụke","  ","IBERICO"
"1476","B.01.067","HER.02.067","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","śuạṭé","    ","IBERICO"
"1477","B.01.068","HER.02.068","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$tib̲a̲i̲b̲a̲i̲l̲atíbe&","   $tibaibailatibe&, $tibaibailatiŕ& MLH variante, $tibaikiilkiina-& Jannoray, $tigienatiŕ& Maluquer","IBERICO"
"1478","B.01.069","HER.02.069","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$tíkúś̲&","   $tikuś&, $tikual& MLH variante, $tikula& MLH variante, $marcas griegas& JdHoz","IBERICO"
"1479","B.01.070","HER.02.070","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$tilur&","$tilur&, $tolur& MLH variante","IBERICO"
"1480","B.01.071","HER.02.071","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$tir̲ba&","   $tir̲ba&, $ψαι& de Hoz","INDET."
"1481","B.01.072","HER.02.072","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$tó̲beŕ&"," $tobeŕ&, $tibeŕ& MLH variante","IBERICO"
"1482","B.01.073","HER.02.073","Ensérune","Hérault","CERAMICA","RECIPIENTE","MULTIPLE","LEVANTINO","$t̲á̲stéo& II","   $t̲á̲stéo&, $bosteo& MLH, $tisteo& MLH variante","IBERICO"
"1483","B.01.074","HER.02.074","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","tóutó","  ","IBERICO"
"1484","B.01.075","HER.02.075","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$uŕaś̲u&","$uŕaś̲u&, $uŕak̲a̲k̲e̲u& MLH variante","IBERICO"
"1485","B.01.076","HER.02.076","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","aká","  ","IBERICO"
"1486","B.01.077","HER.02.077","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# an
\
\
%b)# u","   ","IBERICO"
"1487","B.01.078","HER.02.078","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# an
\
\
%b)# an","   ","IBERICO"
"1488","B.01.079","HER.02.079","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","an"," ","IBERICO"
"1489","B.01.080","HER.02.080","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","am"," ","IBERICO"
"1490","B.01.081","HER.02.081","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# $a&
\
\
%b)# ti","  a) $a&, $]a& MLH variante","IBERICO"
"1491","B.01.082","HER.02.082","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","atí","  ","IBERICO"
"1492","B.01.083","HER.02.083","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ato"," ","IBERICO"
"1493","B.01.084","HER.02.084","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# *ka
\
\
%b)# $śo&","   b) $śo&, $śi& MLH variante","IBERICO"
"1494","B.01.085","HER.02.085","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","el"," ","IBERICO"
"1495","B.01.086","HER.02.086","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# $en&
\
\
%b)# $]ś[&
\
\
%c)# a̲[","       $en&, $eo& MLH variante;
\
$]ś[&, $]n[& MLH variante","IBERICO"
"1496","B.01.087","HER.02.087","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# eba
\
\
%b)# e
\
\
%c)# ]+[","  ","IBERICO"
"1497","B.01.088","HER.02.088","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$eba&","$eba&, $eba+[& MLH variante","IBERICO"
"1498","B.01.089","HER.02.089","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","iko"," ","IBERICO"
"1499","B.01.090","HER.02.090","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","iko"," ","IBERICO"
"1500","B.01.091","HER.02.091","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# i
\
\
%b)# tí[","   ","IBERICO"
"1501","B.01.092","HER.02.092","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","kát$ú&","   t$u&, t$u[& MLH variante","IBERICO"
"1502","B.01.093","HER.02.093","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","kel"," ","IBERICO"
"1503","B.01.094","HER.02.094","Ensérune","Hérault","CERAMICA","RECIPIENTE","COMERCIAL","LEVANTINO","$b̲i̲ḿ&","$b̲i̲ḿ&, $k̲e̲ḿ& MLH variante","IBERICO"
"1504","B.01.095","HER.02.095","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%marca#
\
ko e̲","     ","IBERICO"
"1505","B.01.096","HER.02.096","Ensérune","Hérault","CERAMICA","RECIPIENTE","COMERCIAL","LEVANTINO","$t̲á̲k̲a̲&","      $t̲á̲k̲a̲&, $boka& MLH, $(marcas)& JdeHoz","INDET."
"1506","B.01.097","HER.02.097","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","kúl","   ","IBERICO"
"1507","B.01.098","HER.02.098","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ḿba&"," $ḿba&, $bal& MLH variante","IBERICO"
"1508","B.01.099","HER.02.099","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$os&","   $os&, $kis& Jannoray","IBERICO"
"1509","B.01.100","HER.02.100","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","bati"," ","IBERICO"
"1510","B.01.101","HER.02.101","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","bil"," ","IBERICO"
"1511","B.01.102","HER.02.102GRAECA","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","GRIEGO","$ΠΔ ΠΔ&
\
","   $ΠΔ ΠΔ&, $birbir& MLH","GRIEGO"
"1512","B.01.103","HER.02.103","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ŕi"," ","IBERICO"
"1513","B.01.104","HER.02.104","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.",,"$śḿ&","   $śḿ&, μυ MLH",
"1514","B.01.105","HER.02.105","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# $ḿta& 
\
%b)# $(marca)&
\
","     $ḿta&, $tal& MLH; $(marca)&, $ḿta& o $tal& MLH","IBERICO"
"1515","B.01.106","HER.02.106","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","tíki","  ","IBERICO"
"1516","B.01.107","HER.02.107","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","tóu","  ","IBERICO"
"1517","B.01.108","HER.02.108","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ale̲[","    ","IBERICO"
"1518","B.01.109","HER.02.109","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# ]s̲ al$b̲e̲&[
\
\
\
%b)# ]L̲
\
","    a) l$be&[, l$ba&[ MLH variante","IBERICO"
"1519","B.01.110","HER.02.110","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","a+["," ","IBERICO"
"1520","B.01.111","HER.02.111","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","an̲[","    ","IBERICO"
"1521","B.01.112","HER.02.112","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","aŕs̲[","    ","IBERICO"
"1522","B.01.113","HER.02.113","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","ạṭị[","  ","IBERICO"
"1523","B.01.114","HER.02.114","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","iś["," ","IBERICO"
"1524","B.01.115","HER.02.115","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","kál[","  ","IBERICO"
"1525","B.01.116","HER.02.116","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","káŕkóu[","  ","IBERICO"
"1526","B.01.117","HER.02.117","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","kásik̲e̲[","     ","IBERICO"
"1527","B.01.118","HER.02.118","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","kás$i&","  S$i&, S$i+[& MLH variante","IBERICO"
"1528","B.01.119","HER.02.119","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ka$u&["," a$u&[, a$l&[ MLH variante","IBERICO"
"1529","B.01.120","HER.02.120","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ke+["," ","IBERICO"
"1530","B.01.121","HER.02.121","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","kiś+[",,"IBERICO"
"1531","B.01.122","HER.02.122","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","koti[",,"IBERICO"
"1532","B.01.123","HER.02.123","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","k̲ú̲ị[","    ","IBERICO"
"1533","B.01.124","HER.02.124","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","ḿbasi[",,"IBERICO"
"1534","B.01.125","HER.02.125","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","balant̲e̲[","   ","IBERICO"
"1535","B.01.126","HER.02.126","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","bil̲[","   ","IBERICO"
"1536","B.01.127","HER.02.127","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$b̲i̲lo&","     $bilo&, $bilo+[& MLH variante","IBERICO"
"1537","B.01.128","HER.02.128","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","b̲i̲uit̲u̲[","   ","IBERICO"
"1538","B.01.129","HER.02.129","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","$]betá&","    $]betá&, $]bebo& MLH $]tábe& variante","IBERICO"
"1539","B.01.130","HER.02.130","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$tás̲[&"," $tás[&, $bos[& MLH","IBERICO"
"1540","B.01.131","HER.02.131","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$táś[&","   $táś[&, $boś[& MLH","IBERICO"
"1541","B.01.132","HER.02.132","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ṣ́a̲+[
\
","    ","IBERICO"
"1542","B.01.133","HER.02.133","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","śu̲+[","   ","IBERICO"
"1543","B.01.134","HER.02.134","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","taśk̲í̲[","    ","IBERICO"
"1544","B.01.135","HER.02.135","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","tini[",,"IBERICO"
"1545","B.01.136","HER.02.136","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# tóu[
\
\
%b)# $b̲e̲&[","    $be&[, $r&[ MLH variante","IBERICO"
"1546","B.01.137","HER.02.137","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ol[",,"IBERICO"
"1547","B.01.138","HER.02.138","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]káká"," ","IBERICO"
"1548","B.01.139","HER.02.139","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]$o̲r̲a&
\
\
","   ]$ora&, ]$lora& MLH Untermann","IBERICO"
"1549","B.01.140","HER.02.140","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]ŕt̲ú̲a","    ","IBERICO"
"1550","B.01.141","HER.02.141","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]k̲o̲s̲tua","   ","IBERICO"
"1551","B.01.142","HER.02.142","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]té$kí&e"," e$ki&e, e$i&e MLH variante","IBERICO"
"1552","B.01.143","HER.02.143","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]śke",,"IBERICO"
"1553","B.01.144","HER.02.144","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$ṭúlẹ&","$ṭúlẹ&, $]ṭúlẹ& MLH variante","IBERICO"
"1554","B.01.145","HER.02.145","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]i̲lẹ","   ","IBERICO"
"1555","B.01.146","HER.02.146","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]ko*"," ","IBERICO"
"1556","B.01.147","HER.02.147","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]l̲o̲tiŕ̲e̲&","   $]l̠o̠tiŕ̠e̠&, $]l̠o̠tik̠u̠e̠& MLH variante
\
","IBERICO"
"1557","B.01.148","HER.02.148","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]+ḿi",,"IBERICO"
"1558","B.01.149","HER.02.149","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]+ḿi",,"IBERICO"
"1559","B.01.150","HER.02.150","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]l̲ti","   ","IBERICO"
"1560","B.01.151","HER.02.151","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]+ẹi̠a̠k̠u̠n̠&","   $]+ẹi̠a̠k̠u̠n̠&, $]+ẹo̠a̠k̠u̠n̠& MLH variante","IBERICO"
"1561","B.01.152","HER.02.152","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# $]keio&
\
\
%b)# ]io"," $]keio&, $]taio& MLH variante","IBERICO"
"1562","B.01.153","HER.02.153","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]ao&"," $]ao&, $]an& MLH variante","IBERICO"
"1563","B.01.154","HER.02.154","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]atitá&","   $]atitá&, $]atibo& MLH $]atobo& MLH variante","IBERICO"
"1564","B.01.155","HER.02.155","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ir&","$ir&, $]ir& MLH variante","IBERICO"
"1565","B.01.156","HER.02.156","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]+balior",,"IBERICO"
"1566","B.01.157","HER.02.157","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]b̲a̲lio̲r"," ","IBERICO"
"1567","B.01.158","HER.02.158","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]+or",,"IBERICO"
"1568","B.01.159","HER.02.159","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]titeŕ",,"IBERICO"
"1569","B.01.160","HER.02.160","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]k̲ó̲ues&","  $]koues&, $]tunes& Maluquer","IBERICO"
"1570","B.01.161","HER.02.161","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]a̲tái̲ś&","  $]atáiś&, $]ŕboiś& MLH","IBERICO"
"1571","B.01.162","HER.02.162","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","]ịntú","  ","IBERICO"
"1572","B.01.163","HER.02.163","Ensérune","Hérault","CERAMICA","RECIPIENTE",,"LEVANTINO","]a̲iṣ́["," ","IBERICO"
"1573","B.01.164","HER.02.164","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# a
\
\
%b)# $]anbaśt̲o̲[&"," $]anbaśt̲o̲[&, $anbaśt̲o̲[& MLH variante","IBERICO"
"1574","B.01.165","HER.02.165","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]ẹŕeté[","  ","IBERICO"
"1575","B.01.166","HER.02.166","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]e&ŕe["," $]e&ŕ, $e&ŕ MLH variante","IBERICO"
"1576","B.01.167","HER.02.167","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]eśkí["," ","IBERICO"
"1577","B.01.168","HER.02.168","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]etín[&"," $]etin[&, $]etiś[& MLH variante","IBERICO"
"1578","B.01.169","HER.02.169","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]kéno+["," ","IBERICO"
"1579","B.01.170","HER.02.170","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]lẹọŕ[","  ","IBERICO"
"1580","B.01.171","HER.02.171","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$]lo̲sa̲[&","$]losa[&, $]loski[& MLH variante","IBERICO"
"1581","B.01.172","HER.02.172","Ensérune","Hérault","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","]ḿlbe[",,"IBERICO"
"1582","B.01.173","HER.02.173","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]ḅal̲kenḿi̲[","  ","IBERICO"
"1583","B.01.174","HER.02.174","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]ḿ̲baŕ̲e̲[","  ","IBERICO"
"1584","B.01.175","HER.02.175","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$]+ḅela+[&"," $]+bela+[&, $bela+[& MLH variante","IBERICO"
"1585","B.01.176","HER.02.176","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]b̲i̲tiṃ́["," ","IBERICO"
"1586","B.01.177","HER.02.177","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","]++$tá&leḿ[","   +$tá&l, +$bo&l MLH","IBERICO"
"1587","B.01.178","HER.02.178","Ensérune","Hérault","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$táśu+[&","  $táśu+[&, $]+bośuŕ̲[& MLH ","IBERICO"
